Matrix Size,Time,DCM1,DCM2,TOT_INS,TOT_CYC
4096.0, 917.710008323, 8.1759064227e10, 2.1818083123e11, 2.200678680772e12, 3.198640451343e12
6144.0, 3996.438760231, 2.73384517535e11, 7.30836112361e11, 7.425620321651e12, 1.3928558792091e13
8192.0, 5302.64217734, 6.51756808874e11, 1.7279854593e12, 1.7601106365647e13, 1.8481224697344e13
10240.0, 13989.914019114, 1.271856376836e12, 3.376247779332e12, 3.4377715221058e13, 4.8773210593815e13
