Matrix Size,Time,DCM1,DCM2,TOT_INS,TOT_CYC
4096.0, 528.444539638, 8.1807718147e10, 2.15206777299e11, 2.201203253286e12, 1.840867636066e12
6144.0, 2909.769052889, 2.76170798019e11, 7.31187468609e11, 7.42905922158e12, 1.0142125494224e13
8192.0, 3546.826736257, 6.50322395623e11, 1.709268086391e12, 1.7609808691882e13, 1.2363647241767e13
10240.0, 11660.250928538, 1.279557730274e12, 3.295688081895e12, 3.4394145084977e13, 4.0661598040956e13
