Matrix Size,Time,DCM1,DCM2,TOT_INS,TOT_CYC
4096.0, 341.964540107, 8.2575870462e10, 1.98605733564e11, 2.203642093822e12, 1.192439094684e12
6144.0, 1183.616767387, 2.79174675676e11, 6.63340116145e11, 7.436680533958e12, 4.126471903572e12
8192.0, 11312.068121899, 6.56983569809e11, 1.754318635889e12, 1.7627885759912e13, 3.9454835625174e13
10240.0, 6578.750516278, 1.290008318948e12, 3.208053644364e12, 3.4428131201672e13, -1.17810311402863e14
